strain	date	predicted_date	variant
sequence_xsit	2021.85205479452	2021.85479452055	Alpha
sequence_xslh	2021.52602739726	2021.53150684932	Alpha
sequence_xslz	2021.87397260274	2021.87671232877	Alpha
sequence_xsmj	2021.38904109589	2021.39178082192	Delta
sequence_xsmq	2021.77808219178	2021.78356164384	Omicron
sequence_xsog	2021.78082191781	2021.78356164384	Omicron
sequence_xspr	2021.00547945205	2021.00821917808	Alpha
sequence_xsqu	2021.82465753425	2021.8301369863	Alpha
sequence_xsrf	2021.32328767123	2021.32602739726	Delta
sequence_xsuj	2021.01095890411	2021.01643835616	Delta
sequence_xsvh	2021.35068493151	2021.35342465753	Delta
sequence_xswr	2021.85205479452	2021.85479452055	Delta
sequence_xsyb	2021.3397260274	2021.34246575342	Delta
sequence_xsyw	2021.84931506849	2021.85205479452	Delta
sequence_xszo	2021.18356164384	2021.18630136986	Omicron
sequence_xtai	2021.61095890411	2021.61643835616	Alpha
sequence_xtao	2021.63561643836	2021.63835616438	Delta
sequence_xtar	2021.58082191781	2021.58356164384	Delta
sequence_xtdi	2021.98082191781	2021.98356164384	Omicron
sequence_xteh	2021.85479452055	2021.8602739726	Alpha
sequence_xtfc	2021.31232876712	2021.31506849315	Alpha
sequence_xtfy	2021.57260273973	2021.57808219178	Delta
sequence_xtgr	2021.60547945205	2021.60821917808	Delta
sequence_xthy	2021.79178082192	2021.79452054795	Omicron
sequence_xtiu	2021.3698630137	2021.37534246575	Delta
sequence_xtiy	2021.43561643836	2021.44109589041	Alpha
sequence_xtju	2021.16712328767	2021.1698630137	Alpha
sequence_xtky	2021.84657534247	2021.85205479452	Omicron
sequence_xtlo	2021.32602739726	2021.32876712329	Delta
sequence_xtna	2021.27945205479	2021.28493150685	Alpha
sequence_xtno	2021.0301369863	2021.03287671233	Alpha
sequence_xtow	2021.19726027397	2021.2	Delta
sequence_xtsi	2021.93150684932	2021.93424657534	Delta
sequence_xtsm	2021.32602739726	2021.33150684932	Omicron
sequence_xtsr	2021.37260273973	2021.37808219178	Delta
sequence_xtvn	2021.02465753425	2021.02739726027	Alpha
sequence_xtyi	2021.66575342466	2021.67123287671	Omicron
sequence_xtys	2021.31780821918	2021.32054794521	Delta
sequence_xtzv	2021.85479452055	2021.8602739726	Delta
sequence_xucp	2021.13424657534	2021.1397260274	Delta
sequence_xucq	2021.92328767123	2021.92602739726	Omicron
sequence_xugs	2021.89863013699	2021.90410958904	Omicron
sequence_xuiy	2021.3397260274	2021.34246575342	Alpha
sequence_xujo	2021.78630136986	2021.78904109589	Delta
sequence_xuko	2021.67671232877	2021.67945205479	Omicron
sequence_xukt	2021.87123287671	2021.87671232877	Alpha
sequence_xuqn	2021.90684931507	2021.91232876712	Omicron
sequence_xurq	2021.84383561644	2021.84931506849	Delta
sequence_xuso	2021.94246575342	2021.94794520548	Delta
sequence_xusq	2021.8301369863	2021.83561643836	Omicron
sequence_xuth	2021.92328767123	2021.92876712329	Alpha
sequence_xuyc	2021.60273972603	2021.60821917808	Alpha
sequence_xvbo	2021.4301369863	2021.43287671233	Delta
sequence_xvbp	2021.58630136986	2021.59178082192	Delta
sequence_xvca	2021.18356164384	2021.18630136986	Omicron
sequence_xvdg	2021.87945205479	2021.88493150685	Alpha
sequence_xvdz	2021.94520547945	2021.94794520548	Alpha
sequence_xvfc	2021.9397260274	2021.94246575342	Omicron
sequence_xvfw	2021.8602739726	2021.86575342466	Alpha
sequence_xvfy	2021.60547945205	2021.60821917808	Delta
sequence_xvio	2021.59452054795	2021.59726027397	Omicron
sequence_xvjc	2021.54520547945	2021.54794520548	Delta
sequence_xvjh	2021.31780821918	2021.32328767123	Omicron
sequence_xvlj	2021.10684931507	2021.1095890411	Alpha
sequence_xvlt	2021.27945205479	2021.28493150685	Delta
sequence_xvoz	2021.56438356164	2021.5698630137	Delta
sequence_xvpd	2021.35068493151	2021.35616438356	Delta
sequence_xvug	2021.76164383562	2021.76712328767	Omicron
sequence_xvuh	2021.52054794521	2021.52328767123	Delta
sequence_xvyr	2021.52876712329	2021.53150684932	Omicron
sequence_xvza	2021.97534246575	2021.98082191781	Alpha
sequence_xvzi	2021.53150684932	2021.53424657534	Delta
sequence_xvzq	2021.19452054795	2021.19726027397	Alpha
sequence_xwby	2021.64383561644	2021.64657534247	Alpha
sequence_xwcf	2021.87397260274	2021.87945205479	Delta
sequence_xwdl	2021.19452054795	2021.19726027397	Alpha
sequence_xwec	2021.58904109589	2021.59178082192	Omicron
sequence_xwfg	2021.92054794521	2021.92602739726	Omicron
sequence_xwfh	2021.00821917808	2021.01095890411	Delta
sequence_xwgj	2021.72054794521	2021.72602739726	Alpha
sequence_xwgo	2021.61917808219	2021.62191780822	Delta
sequence_xwgy	2021.85479452055	2021.8602739726	Delta
sequence_xwio	2021.42191780822	2021.42465753425	Omicron
sequence_xwjn	2021.08219178082	2021.08767123288	Alpha
sequence_xwki	2021.80547945205	2021.80821917808	Omicron
sequence_xwkz	2021.86849315069	2021.87397260274	Alpha
sequence_xwmq	2021.57534246575	2021.58082191781	Omicron
sequence_xwni	2021.24657534247	2021.25205479452	Alpha
sequence_xwos	2021.9397260274	2021.94246575342	Delta
sequence_xwqi	2021.1698630137	2021.17534246575	Alpha
sequence_xwrd	2021.85753424658	2021.8602739726	Alpha
sequence_xwrk	2021.93150684932	2021.93424657534	Delta
sequence_xwru	2021.88493150685	2021.8904109589	Omicron
sequence_xwsv	2021.84109589041	2021.84657534247	Delta
sequence_xwvm	2021.90410958904	2021.9095890411	Omicron
sequence_xwyn	2021.93424657534	2021.9397260274	Delta
sequence_xyap	2021.87945205479	2021.88493150685	Delta
sequence_xyba	2021.09863013699	2021.10410958904	Delta
sequence_xybj	2021.89315068493	2021.89589041096	Delta
sequence_xycj	2021.56712328767	2021.57260273973	Delta
sequence_xycp	2021.92602739726	2021.93150684932	Alpha
sequence_xydn	2021.83561643836	2021.84109589041	Omicron
sequence_xydu	2021.91232876712	2021.91780821918	Omicron
sequence_xyei	2021.99452054795	2022	Alpha
sequence_xyej	2021.82191780822	2021.82465753425	Delta
sequence_xyfz	2021.90136986301	2021.90684931507	Alpha
sequence_xygj	2021.16438356164	2021.1698630137	Omicron
sequence_xyhr	2021.90684931507	2021.9095890411	Omicron
sequence_xyib	2021.86849315069	2021.87123287671	Delta
sequence_xyie	2021.33424657534	2021.3397260274	Delta
sequence_xykr	2021.05479452055	2021.05753424658	Delta
sequence_xymg	2021.85479452055	2021.85753424658	Alpha
sequence_xymi	2021.98630136986	2021.98904109589	Alpha
sequence_xynj	2021.99452054795	2022	Alpha
sequence_xyno	2021.85205479452	2021.85753424658	Omicron
sequence_xypg	2021.38904109589	2021.39178082192	Omicron
sequence_xyrb	2021.76164383562	2021.76712328767	Alpha
sequence_xyrc	2021.00547945205	2021.01095890411	Delta
sequence_xywi	2021.22191780822	2021.22465753425	Delta
sequence_xywk	2021.8	2021.80273972603	Omicron
sequence_xywq	2021.81095890411	2021.81369863014	Delta
sequence_xywu	2021.20821917808	2021.21369863014	Delta
sequence_xzbe	2021.96438356164	2021.96712328767	Alpha
sequence_xzce	2021.91506849315	2021.91780821918	Delta
sequence_xzck	2021.05205479452	2021.05753424658	Alpha
sequence_xzey	2021.92876712329	2021.93424657534	Omicron
sequence_xzgb	2021.8602739726	2021.86301369863	Delta
sequence_xzhm	2021.14520547945	2021.14794520548	Omicron
sequence_xzjq	2021.39452054795	2021.4	Delta
sequence_xzki	2021.55890410959	2021.56438356164	Alpha
sequence_xzkm	2021.0301369863	2021.03561643836	Alpha
sequence_xzks	2021.88493150685	2021.8904109589	Delta
sequence_xzlu	2021.41643835616	2021.41917808219	Omicron
sequence_xznb	2021.6	2021.60273972603	Alpha
sequence_xznf	2021.01095890411	2021.01369863014	Omicron
sequence_xzrb	2021.91232876712	2021.91780821918	Delta
sequence_xzrt	2021.63561643836	2021.64109589041	Omicron
sequence_xzto	2021.23287671233	2021.23835616438	Alpha
sequence_xzwq	2021.81643835616	2021.81917808219	Delta
sequence_xzym	2021.62465753425	2021.6301369863	Alpha
sequence_xzys	2021.80547945205	2021.80821917808	Alpha
sequence_yabd	2021.23835616438	2021.24109589041	Omicron
sequence_yado	2021.97808219178	2021.98082191781	Delta
sequence_yaer	2021.03835616438	2021.04109589041	Alpha
sequence_yafp	2021.9397260274	2021.94520547945	Alpha
sequence_yamg	2021.85479452055	2021.8602739726	Delta
sequence_yapk	2021.35890410959	2021.36438356164	Delta
sequence_yapl	2021.98630136986	2021.98904109589	Delta
sequence_yaqs	2021.15342465753	2021.15890410959	Omicron
sequence_yarf	2021.85753424658	2021.86301369863	Alpha
sequence_yasc	2021.92054794521	2021.92602739726	Omicron
sequence_yatx	2021.93424657534	2021.9397260274	Delta
sequence_yauv	2021.90410958904	2021.90684931507	Alpha
sequence_yawg	2021.90684931507	2021.9095890411	Delta
sequence_ybck	2021.90136986301	2021.90684931507	Omicron
sequence_ybfc	2021.98630136986	2021.99178082192	Delta
sequence_ybfz	2021.59726027397	2021.6	Delta
sequence_ybgr	2021.62465753425	2021.62739726027	Alpha
sequence_ybhi	2021.84657534247	2021.85205479452	Delta
sequence_ybju	2021.36712328767	2021.3698630137	Alpha
sequence_ybnj	2021.80273972603	2021.80821917808	Alpha
sequence_ybox	2021.32054794521	2021.32602739726	Delta
sequence_yboz	2021.88219178082	2021.88767123288	Alpha
sequence_ybpz	2021.75068493151	2021.75342465753	Omicron
sequence_ybtd	2021.52602739726	2021.53150684932	Omicron
sequence_ybto	2021.52054794521	2021.52602739726	Alpha
sequence_ybvq	2021.54794520548	2021.55068493151	Delta
sequence_ybwz	2021.98904109589	2021.99178082192	Delta
sequence_ybzw	2021.02191780822	2021.02739726027	Omicron
sequence_ycae	2021.84931506849	2021.85479452055	Omicron
sequence_ycba	2021.05479452055	2021.05753424658	Delta
sequence_yceu	2021.07123287671	2021.07397260274	Omicron
sequence_ycfd	2021.91780821918	2021.92328767123	Alpha
sequence_ycgi	2021.24931506849	2021.25479452055	Delta
sequence_ycgk	2021.56712328767	2021.57260273973	Omicron
sequence_ychn	2021.88219178082	2021.88767123288	Alpha
sequence_ycip	2021.93698630137	2021.9397260274	Omicron
sequence_yciv	2021.18356164384	2021.18630136986	Alpha
sequence_ycko	2021.96164383562	2021.96438356164	Alpha
sequence_yckw	2021.05205479452	2021.05479452055	Omicron
sequence_ycla	2021.00547945205	2021.00821917808	Omicron
sequence_ycng	2021.0301369863	2021.03287671233	Alpha
sequence_ycow	2021.62465753425	2021.62739726027	Delta
sequence_ycsq	2021.73698630137	2021.74246575342	Delta
sequence_ycua	2021.6	2021.60273972603	Alpha
sequence_ycui	2021.52602739726	2021.53150684932	Omicron
sequence_ycus	2021.8602739726	2021.86301369863	Omicron
sequence_ycvd	2021.34246575342	2021.34794520548	Delta
sequence_ycwb	2021.9095890411	2021.91506849315	Omicron
sequence_ycxi	2021.94246575342	2021.94794520548	Omicron
sequence_yczh	2021.90410958904	2021.90684931507	Alpha
sequence_yczq	2021.96712328767	2021.9698630137	Alpha
sequence_ydag	2021.8904109589	2021.89589041096	Omicron
sequence_ydca	2021.5397260274	2021.54520547945	Delta
sequence_ydfg	2021.96712328767	2021.97260273973	Alpha
sequence_ydfm	2021.62191780822	2021.62739726027	Omicron
sequence_ydft	2021.67123287671	2021.67397260274	Alpha
sequence_ydgo	2021.81369863014	2021.81917808219	Delta
sequence_ydhr	2021.01917808219	2021.02191780822	Delta
sequence_ydlj	2021.72876712329	2021.73424657534	Omicron
sequence_ydlw	2021.35342465753	2021.35890410959	Alpha
sequence_ydmc	2021.92876712329	2021.93150684932	Alpha
sequence_ydmk	2021.94520547945	2021.94794520548	Alpha
sequence_ydnl	2021.81917808219	2021.82191780822	Delta
sequence_ydpa	2021.84931506849	2021.85479452055	Delta
sequence_ydqw	2021.35890410959	2021.36164383562	Delta
sequence_ydro	2021.86301369863	2021.86575342466	Omicron
sequence_ydtg	2021.91506849315	2021.91780821918	Delta
sequence_ydtk	2021.74794520548	2021.75068493151	Alpha
sequence_ydwu	2021.3095890411	2021.31232876712	Delta
sequence_ydxl	2021.39178082192	2021.39726027397	Alpha
sequence_ydxp	2021.86301369863	2021.86575342466	Omicron
sequence_ydzf	2021.94246575342	2021.94520547945	Omicron
sequence_ydzg	2021.91232876712	2021.91506849315	Alpha
sequence_ydzw	2021.57260273973	2021.57534246575	Omicron
sequence_yeak	2021.80547945205	2021.81095890411	Alpha
sequence_yeap	2021.37534246575	2021.38082191781	Omicron
sequence_yebv	2021.00821917808	2021.01369863014	Alpha
sequence_yefb	2021.85205479452	2021.85753424658	Omicron
sequence_yefs	2021.63561643836	2021.63835616438	Omicron
sequence_yefx	2021.89589041096	2021.90136986301	Alpha
sequence_yejb	2021.72602739726	2021.73150684932	Alpha
sequence_yeku	2021.78630136986	2021.79178082192	Alpha
sequence_yelh	2021.85753424658	2021.8602739726	Omicron
sequence_yems	2021.2301369863	2021.23561643836	Omicron
sequence_yeqc	2021.90684931507	2021.9095890411	Delta
sequence_yert	2021.69315068493	2021.69863013699	Alpha
sequence_yesc	2021.57534246575	2021.57808219178	Omicron
sequence_yetq	2021.38356164384	2021.38630136986	Omicron
sequence_yetu	2021.8602739726	2021.86575342466	Omicron
sequence_yeum	2021.96712328767	2021.9698630137	Alpha
sequence_yewd	2021.87945205479	2021.88219178082	Delta
sequence_yexd	2021.64109589041	2021.64657534247	Delta
sequence_yexk	2021.6301369863	2021.63561643836	Omicron
sequence_yexn	2021.67123287671	2021.67397260274	Alpha
sequence_yezh	2021.49863013699	2021.50136986301	Omicron
sequence_yfcz	2021.27123287671	2021.27397260274	Omicron
sequence_yfgt	2021.82465753425	2021.82739726027	Alpha
sequence_yfhv	2021.80547945205	2021.81095890411	Alpha
sequence_yfhx	2021.90684931507	2021.91232876712	Alpha
sequence_yfjc	2021.14794520548	2021.15068493151	Delta
sequence_yfks	2021.69315068493	2021.69589041096	Alpha
sequence_yfmc	2021.61917808219	2021.62465753425	Alpha
sequence_yfmk	2021.87397260274	2021.87671232877	Alpha
sequence_yfnd	2021.90684931507	2021.91232876712	Alpha
sequence_yfnt	2021.98630136986	2021.99178082192	Omicron
sequence_yfob	2021.87671232877	2021.88219178082	Delta
sequence_yfoe	2021.91232876712	2021.91506849315	Delta
sequence_yfos	2021.43287671233	2021.43561643836	Omicron
sequence_yfqd	2021.89863013699	2021.90410958904	Omicron
sequence_yfqj	2021.00547945205	2021.00821917808	Alpha
sequence_yfql	2021.49589041096	2021.50136986301	Delta
sequence_yfrl	2021.54520547945	2021.54794520548	Delta
sequence_yfrn	2021.85205479452	2021.85753424658	Delta
sequence_yfru	2021.9397260274	2021.94520547945	Omicron
sequence_yfso	2021.68493150685	2021.68767123288	Omicron
sequence_yftb	2021.20821917808	2021.21369863014	Omicron
sequence_yftu	2021.98904109589	2021.99178082192	Omicron
sequence_yftv	2021.90410958904	2021.9095890411	Omicron
sequence_yfvp	2021.8904109589	2021.89315068493	Omicron
sequence_yfws	2021.1698630137	2021.17260273973	Omicron
sequence_yfxe	2021.05479452055	2021.0602739726	Alpha
sequence_yfzs	2021.12876712329	2021.13424657534	Delta
sequence_ygav	2021.82739726027	2021.83287671233	Omicron
sequence_ygci	2021.92328767123	2021.92602739726	Delta
sequence_ygcs	2021.92328767123	2021.92876712329	Delta
sequence_ygdp	2021.3698630137	2021.37534246575	Alpha
sequence_ygiv	2021.06575342466	2021.06849315068	Omicron
sequence_ygln	2021.24931506849	2021.25205479452	Delta
sequence_yglt	2021.21917808219	2021.22465753425	Omicron
sequence_ygms	2021.16164383562	2021.16438356164	Alpha
sequence_ygnj	2021.95068493151	2021.95342465753	Delta
sequence_ygpx	2021.4904109589	2021.49315068493	Delta
sequence_ygqj	2021.56164383562	2021.56712328767	Omicron
sequence_ygra	2021.92328767123	2021.92876712329	Delta
sequence_ygrk	2021.87671232877	2021.87945205479	Alpha
sequence_ygrt	2021.37534246575	2021.38082191781	Alpha
sequence_ygrv	2021.70410958904	2021.70684931507	Omicron
sequence_ygsr	2021.87945205479	2021.88219178082	Delta
sequence_ygti	2021.59452054795	2021.6	Delta
sequence_ygtw	2021.84109589041	2021.84657534247	Omicron
sequence_ygum	2021.93424657534	2021.93698630137	Delta
sequence_yhau	2021.91506849315	2021.91780821918	Alpha
sequence_yhda	2021.19726027397	2021.2	Alpha
sequence_yhew	2021.92328767123	2021.92602739726	Alpha
sequence_yhgl	2021.67671232877	2021.68219178082	Delta
sequence_yhgt	2021.15616438356	2021.15890410959	Alpha
sequence_yhgx	2021.81917808219	2021.82191780822	Delta
sequence_yhjt	2021.56164383562	2021.56712328767	Delta
sequence_yhmx	2021.95616438356	2021.96164383562	Delta
sequence_yhnr	2021.93150684932	2021.93424657534	Omicron
sequence_yhoi	2021.6602739726	2021.66301369863	Delta
sequence_yhpx	2021.77260273973	2021.77534246575	Delta
sequence_yhrx	2021.03287671233	2021.03561643836	Omicron
sequence_yhsa	2021.67945205479	2021.68493150685	Omicron
sequence_yhtf	2021.84109589041	2021.84657534247	Omicron
sequence_yhvd	2021.72876712329	2021.73424657534	Alpha
sequence_yhwc	2021.19726027397	2021.2	Delta
sequence_yhwo	2021.83835616438	2021.84109589041	Delta
sequence_yhxs	2021.92876712329	2021.93424657534	Omicron
sequence_yhxv	2021.92328767123	2021.92602739726	Omicron
sequence_yiab	2021.81917808219	2021.82191780822	Alpha
sequence_yiae	2021.07945205479	2021.08219178082	Delta
sequence_yial	2021.92054794521	2021.92602739726	Omicron
sequence_yibh	2021.59178082192	2021.59452054795	Delta
sequence_yibr	2021.64383561644	2021.64931506849	Alpha
sequence_yide	2021.07945205479	2021.08219178082	Alpha
sequence_yidp	2021.30410958904	2021.3095890411	Delta
sequence_yidw	2021.01643835616	2021.01917808219	Delta
sequence_yiec	2021.41095890411	2021.41643835616	Alpha
sequence_yihe	2021.24383561644	2021.24931506849	Delta
sequence_yikg	2021.25753424658	2021.2602739726	Delta
sequence_yiko	2021.3397260274	2021.34520547945	Omicron
sequence_yilb	2021.78356164384	2021.78904109589	Delta
sequence_yimj	2021.85479452055	2021.85753424658	Delta
sequence_yinq	2021.00821917808	2021.01369863014	Alpha
sequence_yiqh	2021.43561643836	2021.44109589041	Delta
sequence_yiqj	2021.9095890411	2021.91232876712	Delta
sequence_yiqs	2021.86301369863	2021.86575342466	Delta
sequence_yirb	2021.28219178082	2021.28493150685	Delta
sequence_yisl	2021.43835616438	2021.44109589041	Alpha
sequence_yitn	2021.37534246575	2021.37808219178	Omicron
sequence_yitq	2021.02191780822	2021.02739726027	Delta
sequence_yivd	2021.86575342466	2021.87123287671	Omicron
sequence_yiwb	2021.28493150685	2021.28767123288	Delta
sequence_yiwp	2021.90136986301	2021.90410958904	Delta
sequence_yizd	2021.27123287671	2021.27671232877	Delta
sequence_yizu	2021.49315068493	2021.49589041096	Omicron
sequence_yjci	2021.52876712329	2021.53150684932	Alpha
sequence_yjec	2021.3397260274	2021.34520547945	Delta
sequence_yjhe	2021.98904109589	2021.99178082192	Delta
sequence_yjhf	2021.62465753425	2021.62739726027	Delta
sequence_yjho	2021.88767123288	2021.8904109589	Alpha
sequence_yjku	2021.91506849315	2021.92054794521	Omicron
sequence_yjnb	2021.56438356164	2021.56712328767	Delta
sequence_yjnx	2021.34246575342	2021.34520547945	Alpha
sequence_yjop	2021.35616438356	2021.35890410959	Alpha
sequence_yjpk	2021.8602739726	2021.86575342466	Alpha
sequence_yjpm	2021.3095890411	2021.31232876712	Delta
sequence_yjpu	2021.72054794521	2021.72602739726	Delta
sequence_yjpw	2021.61369863014	2021.61917808219	Alpha
sequence_yjqh	2021.92602739726	2021.93150684932	Alpha
sequence_yjtm	2021.49589041096	2021.49863013699	Alpha
sequence_yjve	2021.05479452055	2021.05753424658	Delta
sequence_yjzb	2021.91232876712	2021.91780821918	Alpha
sequence_yjzh	2021.59726027397	2021.60273972603	Alpha
sequence_ykab	2021.01095890411	2021.01643835616	Delta
sequence_ykbe	2021.13698630137	2021.1397260274	Omicron
sequence_ykda	2021.75890410959	2021.76438356164	Omicron
sequence_ykde	2021.28767123288	2021.29315068493	Omicron
sequence_ykdl	2021.92602739726	2021.93150684932	Omicron
sequence_ykdn	2021.94794520548	2021.95342465753	Delta
sequence_ykdq	2021.6	2021.60547945205	Omicron
sequence_ykej	2021.12328767123	2021.12876712329	Omicron
sequence_ykfl	2021.6602739726	2021.66575342466	Alpha
sequence_ykgn	2021.45753424658	2021.46301369863	Alpha
sequence_ykgo	2021.92602739726	2021.92876712329	Omicron
sequence_ykhm	2021.04383561644	2021.04931506849	Alpha
sequence_ykht	2021.56438356164	2021.56712328767	Alpha
sequence_ykjc	2021.92602739726	2021.92876712329	Alpha
sequence_ykmh	2021.72054794521	2021.72328767123	Delta
sequence_ykmw	2021.98630136986	2021.98904109589	Omicron
sequence_ykox	2021.74520547945	2021.74794520548	Omicron
sequence_ykpa	2021.9397260274	2021.94520547945	Alpha
sequence_yksm	2021	2021.00547945205	Omicron
sequence_yktx	2021.76438356164	2021.76712328767	Delta
sequence_ykuj	2021.61917808219	2021.62191780822	Alpha
sequence_ykvb	2021.24109589041	2021.24383561644	Alpha
sequence_ykvm	2021.81095890411	2021.81369863014	Alpha
sequence_ykwq	2021.57260273973	2021.57808219178	Alpha
sequence_ylad	2021.95068493151	2021.95342465753	Alpha
sequence_ylbh	2021.93698630137	2021.94246575342	Omicron
sequence_ylco	2021.56712328767	2021.57260273973	Delta
sequence_yldm	2021.56164383562	2021.56712328767	Alpha
sequence_yldn	2021.68493150685	2021.6904109589	Omicron
sequence_yldz	2021.97260273973	2021.97534246575	Omicron
sequence_yled	2021.96164383562	2021.96438356164	Omicron
sequence_ylgk	2021.25205479452	2021.25753424658	Delta
sequence_ylji	2021.2	2021.20273972603	Delta
sequence_ylkh	2021.93424657534	2021.93698630137	Delta
sequence_ylki	2021.76164383562	2021.76712328767	Alpha
sequence_ylmj	2021.57534246575	2021.58082191781	Delta
sequence_ylne	2021.93150684932	2021.93424657534	Omicron
sequence_ylnf	2021.63287671233	2021.63561643836	Delta
sequence_ylng	2021.38356164384	2021.38630136986	Alpha
sequence_ylnh	2021.91780821918	2021.92054794521	Alpha
sequence_ylns	2021.94520547945	2021.94794520548	Delta
sequence_ylpu	2021.79178082192	2021.79726027397	Omicron
sequence_ylrh	2021.83835616438	2021.84109589041	Omicron
sequence_yltb	2021.05205479452	2021.05753424658	Omicron
sequence_yltm	2021.86849315069	2021.87123287671	Alpha
sequence_ylut	2021.4301369863	2021.43287671233	Alpha
sequence_ylva	2021.64109589041	2021.64383561644	Delta
sequence_ymdn	2021.5397260274	2021.54246575342	Omicron
sequence_ymes	2021.98904109589	2021.99178082192	Alpha
sequence_ymez	2021.95616438356	2021.95890410959	Delta
sequence_ymgo	2021.92328767123	2021.92602739726	Delta
sequence_ymho	2021.6	2021.60547945205	Omicron
sequence_ymih	2021.68219178082	2021.68767123288	Omicron
sequence_ymka	2021.98904109589	2021.99452054795	Delta
sequence_ymnf	2021.77808219178	2021.78356164384	Alpha
sequence_ymnp	2021.84383561644	2021.84931506849	Omicron
sequence_ymok	2021.98904109589	2021.99178082192	Omicron
sequence_ymqu	2021.80273972603	2021.80547945205	Alpha
sequence_ymqz	2021.2602739726	2021.26301369863	Omicron
sequence_ymrc	2021.82191780822	2021.82739726027	Alpha
sequence_ymre	2021.02739726027	2021.0301369863	Alpha
sequence_ymrf	2021.6602739726	2021.66575342466	Delta
sequence_ymsj	2021.94520547945	2021.94794520548	Omicron
sequence_ymtn	2021.70136986301	2021.70684931507	Delta
sequence_ymuj	2021.95342465753	2021.95890410959	Delta
sequence_ymva	2021.91780821918	2021.92054794521	Alpha
sequence_ymxd	2021.88219178082	2021.88767123288	Alpha
sequence_ymxf	2021.8904109589	2021.89589041096	Alpha
sequence_ymzt	2021.87397260274	2021.87671232877	Omicron
sequence_ynaj	2021.78630136986	2021.78904109589	Delta
sequence_ynbi	2021.23835616438	2021.24109589041	Delta
sequence_ynbx	2021.3698630137	2021.37534246575	Omicron
sequence_yncg	2021.61917808219	2021.62465753425	Alpha
sequence_yncp	2021.87123287671	2021.87397260274	Delta
sequence_ynct	2021.55068493151	2021.55342465753	Delta
sequence_ynds	2021.38082191781	2021.38356164384	Delta
sequence_ynfu	2021.73150684932	2021.73424657534	Alpha
sequence_yngw	2021.18904109589	2021.19178082192	Delta
sequence_ynit	2021.89315068493	2021.89589041096	Omicron
sequence_ynkc	2021.94520547945	2021.94794520548	Alpha
sequence_ynkf	2021.96164383562	2021.96712328767	Omicron
sequence_ynlb	2021.92054794521	2021.92602739726	Omicron
sequence_ynma	2021.34246575342	2021.34794520548	Omicron
sequence_ynmb	2021.49863013699	2021.50410958904	Alpha
sequence_ynmk	2021.27945205479	2021.28219178082	Alpha
sequence_ynox	2021.26301369863	2021.26849315068	Omicron
sequence_ynqp	2021.80547945205	2021.80821917808	Delta
sequence_ynrg	2021.38082191781	2021.38630136986	Alpha
sequence_yntq	2021.18082191781	2021.18630136986	Omicron
sequence_yntr	2021.85753424658	2021.8602739726	Omicron
sequence_ynud	2021.85479452055	2021.85753424658	Omicron
sequence_ynus	2021.72328767123	2021.72876712329	Alpha
sequence_ynuz	2021.84931506849	2021.85479452055	Delta
sequence_ynvb	2021.56712328767	2021.57260273973	Alpha
sequence_ynve	2021.2301369863	2021.23287671233	Omicron
sequence_ynvu	2021.98630136986	2021.98904109589	Alpha
sequence_ynza	2021.72054794521	2021.72328767123	Omicron
sequence_ynzt	2021.85753424658	2021.86301369863	Omicron
sequence_yoaj	2021.41369863014	2021.41917808219	Alpha
sequence_yocf	2021.18356164384	2021.18630136986	Alpha
sequence_yodj	2021.95616438356	2021.96164383562	Alpha
sequence_yods	2021.48767123288	2021.49315068493	Alpha
sequence_yofe	2021.26575342466	2021.27123287671	Delta
sequence_yofx	2021.9397260274	2021.94246575342	Alpha
sequence_yohi	2021.6301369863	2021.63287671233	Omicron
sequence_yojn	2021.3698630137	2021.37260273973	Omicron
sequence_yolk	2021.95616438356	2021.96164383562	Alpha
sequence_yomc	2021.46575342466	2021.46849315068	Delta
sequence_yopx	2021.92876712329	2021.93150684932	Omicron
sequence_yoqc	2021.92328767123	2021.92876712329	Alpha
sequence_yosd	2021.76438356164	2021.76712328767	Omicron
sequence_yose	2021.95342465753	2021.95890410959	Alpha
sequence_yosk	2021.8904109589	2021.89315068493	Delta
sequence_yotz	2021.98904109589	2021.99178082192	Delta
sequence_yovh	2021.53150684932	2021.53424657534	Delta
sequence_yowb	2021.03835616438	2021.04383561644	Delta
sequence_yoxv	2021.21369863014	2021.21917808219	Alpha
sequence_ypai	2021.84109589041	2021.84383561644	Omicron
sequence_ypbf	2021.17534246575	2021.17808219178	Delta
sequence_ypcm	2021.11232876712	2021.11506849315	Alpha
sequence_ypdf	2021.43287671233	2021.43835616438	Delta
sequence_ypdr	2021.18904109589	2021.19178082192	Delta
sequence_ypeo	2021.92054794521	2021.92602739726	Delta
sequence_ypfk	2021.86849315069	2021.87123287671	Omicron
sequence_ypgu	2021.91780821918	2021.92328767123	Omicron
sequence_yphj	2021.56438356164	2021.56712328767	Alpha
sequence_yplc	2021.83835616438	2021.84383561644	Omicron
sequence_ypmb	2021.93150684932	2021.93424657534	Alpha
sequence_ypni	2021.74520547945	2021.75068493151	Omicron
sequence_ypow	2021.95068493151	2021.95342465753	Alpha
sequence_ypqw	2021.2904109589	2021.29589041096	Omicron
sequence_yptq	2021.45479452055	2021.45753424658	Omicron
sequence_yptv	2021.95342465753	2021.95616438356	Delta
sequence_yptw	2021.18082191781	2021.18630136986	Alpha
sequence_ypvm	2021.37260273973	2021.37808219178	Delta
sequence_ypwi	2021.33150684932	2021.33698630137	Delta
